ROW_NUMBER,SUBGROUP,AVG_SPENDING,TARGET_SPENDING,MONTH_1,MONTH_2,MONTH_3,MONTH_4,MONTH_5,MONTH_6,LABEL
5369,1,295.29,369,166,48,7,56,13,212,1
5370,3,269.54,539,187,44,32,64,26,46,0
5371,2,354,531,221,117,7,8,72,181,1
5372,2,247.29,371,92,11,28,1,7,53,1
5373,1,311.42,389,176,103,33,0,35,52,0
5374,2,264.29,396,78,286,1,23,109,212,1
5375,3,280.25,561,50,79,95,20,49,106,1
5376,2,123.02,185,56,26,123,38,112,251,1
5377,1,271.34,339,45,196,38,39,88,96,0
5378,3,219.9,440,25,172,187,48,133,144,1
5379,1,426.54,533,152,54,123,68,3,102,0
5380,3,199,398,177,62,56,7,39,58,0
5381,2,221.42,332,201,121,7,13,66,94,1
5382,3,394.81,790,208,90,29,46,57,72,0
5383,2,134.59,202,47,72,84,109,27,163,0
5384,1,193.92,242,144,75,21,126,64,72,0
5385,3,289.17,578,119,57,15,55,51,205,0
5386,2,275.23,413,138,7,32,11,9,98,0
5387,3,187.55,375,115,102,82,8,13,79,0
5388,3,364.63,729,78,35,14,45,32,91,1
5389,2,165.58,248,89,342,92,27,109,154,1
5390,3,401.91,804,119,78,99,9,32,62,0
5391,2,250.48,376,55,97,70,9,68,100,1
5392,1,226.06,283,245,115,13,76,23,134,1
5393,3,46.76,94,140,86,54,16,36,67,0
5394,2,448.4,673,122,162,89,54,20,55,0
5395,3,131.88,264,265,8,105,2,33,193,1
5396,3,121.49,243,0,84,235,137,19,131,1
5397,3,292.97,586,34,102,51,29,18,165,0
5398,1,182.59,228,96,83,14,85,25,96,0
5399,3,360.1,720,76,145,20,75,11,72,0
5400,2,471.4,707,155,18,130,66,19,114,0
5401,3,132.09,264,402,90,200,101,14,109,1
5402,1,185.81,232,190,17,55,12,36,192,1
5403,2,365.44,548,129,50,136,50,41,96,0
5404,3,283.45,567,171,137,149,44,27,78,1
5405,1,419.09,524,266,3,10,85,17,225,1
5406,1,345.6,432,94,18,296,8,38,255,1
5407,2,85.09,128,33,99,53,44,25,145,0
5408,2,27.6,41,59,133,11,1,51,144,0
5409,1,229.54,287,74,53,26,8,11,20,1
5410,3,436.54,873,225,7,149,89,26,110,1
5411,1,257.82,322,31,29,58,10,2,62,1
5412,1,17.34,22,151,107,67,71,17,89,0
5413,2,289.17,434,135,24,17,95,38,90,0
5414,1,80.25,100,191,186,23,56,24,126,1
5415,2,136.11,204,73,156,3,100,16,154,0
5416,1,189.58,237,44,106,32,17,24,72,1
5417,1,180.81,226,201,39,30,16,79,137,1
5418,3,364.74,729,199,35,58,27,23,57,0
5419,3,25.71,51,127,24,150,89,2,110,0
5420,1,330.3,413,301,49,43,101,13,99,1
5421,2,341.6,512,128,55,12,90,53,61,0
5422,3,318.29,637,147,38,26,24,29,31,0
5423,2,159.82,240,301,133,41,24,94,116,1
5424,2,83.91,126,197,69,40,38,11,44,0
5425,1,242.01,303,281,167,231,97,31,109,1
5426,2,168.26,252,103,48,32,42,1,69,1
5427,2,381.77,573,88,175,14,35,67,123,0
5428,2,150.52,226,406,25,93,107,66,116,1
5429,3,373.6,747,22,55,87,9,15,107,0
5430,2,176.96,265,19,128,44,160,52,203,1
5431,3,237.75,476,142,145,47,54,47,67,0
5432,1,92.22,115,314,173,3,28,80,111,1
5433,1,369.56,462,60,90,108,9,60,72,1
5434,2,171.96,258,43,126,15,9,35,67,0
5435,3,432.9,866,189,49,4,27,114,119,0
5436,2,55.58,83,228,175,14,1,27,161,1
5437,2,106.48,160,89,47,249,68,72,184,1
5438,1,277.86,347,36,230,17,2,84,133,1
5439,3,231.27,463,253,45,201,34,20,260,1
5440,1,265.15,331,39,280,94,38,22,133,1
5441,1,128.72,161,245,48,44,30,56,79,1
5442,2,84.25,126,155,144,51,47,140,172,1
5443,1,88.81,111,298,4,2,128,42,132,1
5444,2,119.63,179,84,184,115,95,12,219,1
5445,2,111.29,167,129,106,183,18,69,101,1
5446,2,410.04,615,123,87,87,53,31,121,0
5447,3,193.58,387,262,204,129,7,17,194,1
5448,3,371.63,743,203,92,80,77,44,213,1
5449,1,220.71,276,93,189,63,87,30,144,1
5450,3,360.46,721,9,289,132,20,14,142,1
5451,3,358.37,717,154,107,60,23,9,46,0
5452,1,373.71,467,54,78,30,95,107,242,1
5453,1,100.44,126,126,55,10,31,7,66,0
5454,2,155.48,233,20,38,17,102,57,61,1
5455,1,46.86,59,133,83,125,129,90,149,1
5456,3,117.41,235,140,5,89,34,53,78,0
5457,2,79.21,119,10,94,35,28,46,82,1
5458,1,67.62,85,40,80,121,2,30,126,0
5459,1,192.86,241,2,90,13,18,33,36,1
5460,1,236.07,295,220,95,87,28,12,60,1
5461,1,279.4,349,81,95,0,3,21,199,1
5462,1,277.52,347,102,53,6,80,68,90,1
5463,1,168.2,210,38,40,65,67,73,116,1
5464,1,202.05,253,138,106,65,38,26,26,0
5465,3,124.67,249,111,151,46,4,68,122,0
5466,2,416.63,625,74,108,12,47,20,34,0
5467,1,278.96,349,19,2,85,21,59,420,1
5468,3,236.55,473,60,18,38,2,47,234,1
5469,2,402.55,604,45,56,76,0,61,161,0
5470,1,299.99,375,103,104,116,82,9,88,0
5471,2,191.18,287,152,101,118,54,13,64,0
5472,2,438.14,657,181,114,9,85,30,187,1
5473,2,392.92,589,72,251,75,12,33,163,1
5474,1,60.47,76,312,173,10,83,38,93,1
5475,3,427.12,854,9,136,8,51,44,151,0
5476,3,288.72,577,155,130,40,82,39,56,0
5477,2,397.27,596,111,244,53,16,89,93,1
5478,3,312,624,39,34,135,84,20,190,0
5479,1,459.36,574,154,153,249,8,86,163,1
5480,2,218.34,328,179,146,85,31,8,53,0
5481,3,381.68,763,126,186,18,31,30,111,0
5482,2,107.42,161,227,13,9,42,15,196,1
5483,2,213,320,56,41,60,96,95,154,0
5484,2,279.65,419,106,169,11,65,37,114,0
5485,1,154.98,194,84,36,35,87,3,257,1
5486,3,392,784,291,231,68,110,47,66,1
5487,2,308.84,463,0,74,163,86,125,261,1
5488,2,61.35,92,91,101,6,13,10,281,1
5489,2,85.59,128,40,112,55,3,10,75,0
5490,1,285.51,357,303,24,15,123,7,134,1
5491,1,292.49,366,23,44,65,39,56,68,1
5492,3,206.75,414,204,85,29,82,26,76,0
5493,3,362.36,725,265,138,39,23,56,85,1
5494,3,56.4,113,114,46,45,36,16,142,0
5495,3,314.69,629,152,34,2,73,13,228,1
5496,1,348.49,436,160,151,63,57,26,45,0
5497,2,462.54,694,13,247,198,100,36,115,1
5498,2,100.08,150,48,36,72,45,150,151,0
5499,1,409.52,512,3,352,115,156,56,131,1
5500,1,395.66,495,21,46,106,110,63,260,1
5501,1,168.58,211,121,61,17,15,27,54,0
5502,2,11.76,18,253,170,30,26,11,116,1
5503,3,237.9,476,41,7,41,91,23,92,0
5504,1,384.2,480,155,78,18,97,20,134,0
5505,3,437.98,876,151,145,96,74,26,114,1
5506,1,145.5,182,343,51,113,70,49,83,1
5507,3,342.55,685,54,23,79,29,36,74,1
5508,1,356.01,445,105,80,144,59,54,60,0
5509,3,152.85,306,44,3,80,53,62,157,0
5510,2,280.05,420,237,51,88,38,37,51,1
5511,2,267.28,401,106,33,62,23,19,52,1
5512,2,152.96,229,238,77,129,44,52,66,1
5513,3,63.78,128,5,42,76,65,149,165,0
5514,1,173.73,217,115,84,6,13,21,56,0
5515,2,359.08,539,168,86,62,46,17,123,0
5516,1,112.62,141,290,5,5,6,127,173,1
5517,2,143,215,291,113,110,58,58,79,1
5518,1,240.69,301,190,109,72,54,10,67,0
5519,2,29.42,44,246,42,45,50,9,110,1
5520,3,208.82,418,17,103,8,59,174,245,1
5521,3,191.71,383,75,53,127,62,19,63,0
5522,3,341.64,683,214,137,37,21,40,157,1
5523,3,195.09,390,70,56,95,57,46,75,1
5524,2,395.87,594,49,94,89,39,93,345,1
5525,1,116.9,146,295,41,130,39,27,177,1
5526,2,392.12,588,48,94,214,7,52,191,1
5527,3,388.1,776,157,13,71,57,5,199,1
5528,2,335.9,504,99,61,36,25,16,162,0
5529,1,102.19,128,229,4,82,21,41,229,1
5530,1,377.99,472,8,265,96,78,38,121,1
5531,2,205.08,308,14,139,61,29,5,47,0
5532,3,319.49,639,72,204,102,16,13,95,1
5533,3,334.39,669,54,89,34,26,49,250,1
5534,1,29.05,36,42,8,35,15,9,83,1
5535,2,419.1,629,85,140,11,41,14,211,1
5536,1,37.42,47,1,23,9,67,26,66,1
5537,1,348.05,435,115,31,49,86,19,99,0
5538,3,202.08,404,152,90,16,30,26,85,0
5539,2,124.55,187,129,131,42,8,4,85,0
5540,1,100.57,126,13,149,88,45,51,53,0
5541,3,322.31,645,193,40,82,7,32,45,0
5542,1,346.4,433,302,23,137,44,0,100,1
5543,2,450.17,675,43,38,79,3,31,101,0
5544,3,212.77,426,42,168,165,93,36,102,1
5545,2,105.01,158,40,142,9,89,9,110,0
5546,1,132.93,166,51,171,72,18,0,190,1
5547,2,203.85,306,64,112,96,46,52,132,0
5548,3,272.42,545,34,84,76,32,24,356,1
5549,3,107.12,214,271,69,25,52,49,140,1
5550,3,460.26,921,38,17,38,46,26,27,1
5551,2,187.53,281,241,88,26,54,46,47,1
5552,1,72.78,91,60,71,153,28,4,290,1
5553,3,392.5,785,41,64,102,36,17,139,0
5554,1,105.45,132,190,153,51,105,46,61,1
5555,2,360.98,541,88,5,22,23,68,89,0
5556,3,341.63,683,40,304,125,115,42,83,1
5557,1,121.59,152,187,108,37,15,49,106,0
5558,1,82.47,103,65,130,95,0,45,271,1
5559,1,411.43,514,34,88,32,217,75,160,1
5560,3,270.48,541,248,175,83,47,24,29,1
5561,3,309.53,619,145,90,82,22,21,39,0
5562,2,119.47,179,22,65,62,88,21,244,1
5563,2,221.08,332,20,182,188,14,57,248,1
5564,2,165.66,248,145,71,114,39,53,80,0
5565,1,191.42,239,228,25,85,28,0,136,1
5566,3,387.27,775,162,209,83,15,22,115,1
5567,2,124.45,187,302,70,45,102,54,136,1
5568,2,367.29,551,249,212,54,56,50,88,1
5569,1,34.51,43,142,95,70,27,29,36,0
5570,2,268.8,403,181,101,42,12,26,37,0
5571,1,429.06,536,61,62,120,22,54,80,1
5572,2,113.13,170,169,107,6,45,13,59,0
5573,1,252.85,316,286,68,45,19,80,108,1
5574,2,154.5,232,198,94,170,61,24,162,1
5575,1,422,528,151,77,14,89,14,157,0
5576,1,155.26,194,75,52,4,20,35,109,0
5577,1,298.35,373,73,114,125,13,14,163,0
5578,1,439.76,550,19,45,29,73,38,91,1
5579,1,50.17,63,32,174,97,63,2,134,0
5580,1,124.61,156,152,244,55,52,0,206,1
5581,3,182.73,365,59,99,14,113,41,176,0
5582,2,339.26,509,231,238,26,72,61,81,1
5583,2,254.11,381,207,121,38,56,21,59,0
5584,1,100.55,126,132,123,91,86,75,99,1
5585,1,387.31,484,170,113,62,97,52,112,1
5586,3,396.16,792,12,128,73,15,9,58,0
5587,3,284.81,570,19,108,120,116,8,235,1
5588,3,474.4,949,146,39,14,71,33,96,0
5589,2,92.44,139,58,102,160,74,84,128,1
5590,2,202.41,304,152,72,4,59,2,110,0
5591,3,42.85,86,117,114,84,81,9,97,0
5592,1,411.73,515,214,98,88,69,52,85,1
5593,3,195.87,392,112,128,13,68,29,152,0
5594,1,338.1,423,16,52,191,78,33,132,0
5595,3,190.8,382,46,118,52,27,1,51,0
5596,1,189.31,237,110,172,40,55,31,94,0
5597,1,61.41,77,80,239,51,57,33,146,1
5598,2,292.28,438,31,68,47,39,9,101,1
5599,2,225.68,339,217,5,97,68,20,95,1
5600,2,487.15,731,120,106,51,83,58,84,1
5601,1,394.14,493,47,92,229,131,60,150,1
5602,1,285.66,357,165,191,74,79,39,58,1
5603,1,331.48,414,82,54,22,55,99,294,1
5604,3,311.12,622,96,54,22,44,15,64,1
5605,3,116.33,233,0,108,151,120,32,91,0
5606,1,49.86,62,175,50,160,147,55,122,1
5607,2,336.13,504,250,114,77,37,46,82,1
5608,1,193.94,242,157,4,90,66,22,60,0
5609,3,161.81,324,258,60,97,123,45,126,1
5610,3,45.09,90,38,223,80,16,6,139,1
5611,3,342.7,685,115,116,50,3,19,96,0
5612,3,219.98,440,7,6,183,73,16,114,1
5613,2,156.25,234,159,117,5,15,5,98,0
5614,1,143.28,179,77,85,31,8,40,54,1
5615,3,225.54,451,76,2,41,31,17,25,1
5616,1,285.55,357,299,27,115,2,33,130,1
5617,1,237.71,297,130,215,68,79,49,65,1
5618,3,204.55,409,94,93,2,77,63,70,1
5619,1,210.56,263,267,62,165,41,7,167,1
5620,3,199.04,398,95,122,84,13,41,44,0
5621,2,350.91,526,57,56,28,2,7,145,0
5622,2,359.37,539,2,300,58,73,27,146,1
5623,2,196.62,295,115,210,101,18,73,192,1
5624,2,323.01,485,204,123,74,40,13,48,0
5625,2,203.35,305,134,84,63,9,32,77,0
5626,3,361,722,58,150,55,61,28,47,0
5627,1,227.76,285,6,130,30,37,20,72,0
5628,3,191.69,383,278,43,18,108,36,123,1
5629,1,127.81,160,199,7,125,73,29,69,0
5630,1,416.85,521,52,101,95,199,128,134,1
5631,1,37.92,47,48,92,70,99,42,151,0
5632,1,441.49,552,52,16,75,21,78,157,0
5633,2,130.31,195,102,84,63,48,19,83,1
5634,1,182.47,228,302,149,59,26,27,43,1
5635,3,290.75,582,250,89,77,29,24,33,1
5636,2,138.71,208,158,28,105,103,13,95,0
5637,2,52.08,78,275,86,78,54,33,80,1
5638,2,38.35,58,49,89,175,45,61,83,0
5639,1,204.39,255,123,187,184,120,65,134,1
5640,3,227.44,455,241,74,38,37,5,107,1
5641,3,280.08,560,112,7,20,43,51,62,0
5642,1,71.15,89,127,17,4,65,59,230,1
5643,3,356.55,713,223,84,54,50,23,68,1
5644,3,398.43,797,91,3,67,50,31,53,1
5645,3,371.12,742,337,145,39,74,36,78,1
5646,3,187.3,375,111,23,7,45,39,174,0
5647,2,371.92,558,120,35,21,37,25,57,0
5648,1,491.9,615,171,187,98,25,56,69,1
5649,2,465.06,698,173,44,48,28,38,68,0
5650,1,245.2,307,192,158,95,23,29,109,1
5651,3,474.15,948,150,17,45,85,31,71,0
5652,2,456.89,685,99,174,65,156,49,166,1
5653,2,158.59,238,30,114,15,68,28,40,0
5654,2,82.69,124,110,84,39,23,12,27,0
5655,3,242.81,486,159,150,63,15,49,66,0
5656,1,173,216,58,129,139,71,0,105,0
5657,3,70.79,142,102,25,26,59,3,80,0
5658,1,183.83,230,283,127,63,65,33,35,1
5659,1,332.09,415,285,150,27,63,39,42,1
5660,1,363.16,454,17,174,3,31,37,137,1
5661,3,142.77,286,31,101,100,22,63,82,1
5662,2,51.71,78,198,38,60,152,129,132,1
5663,1,106.47,133,341,35,2,130,27,174,1
5664,2,360.94,541,53,176,146,77,21,133,1
5665,1,87.52,109,27,192,58,78,39,108,0
5666,2,70.93,106,99,137,27,17,37,82,0
5667,1,276.07,345,67,15,120,11,57,129,0
5668,1,69.16,86,56,160,47,26,53,57,0
5669,1,364.96,456,1,148,46,15,8,181,1
5670,1,393.31,492,83,99,193,107,22,102,1
5671,2,238.81,358,79,43,31,71,18,53,1
5672,2,483.69,726,229,32,8,40,16,177,1
5673,2,447.7,672,166,266,120,36,29,92,1
5674,2,270.36,406,41,215,19,53,137,141,1
5675,3,405.6,811,129,29,29,10,28,70,0
5676,1,325.94,407,33,20,259,113,34,250,1
5677,1,129.34,162,21,131,114,24,40,69,0
5678,3,457.66,915,150,88,4,58,44,55,0
5679,1,371.23,464,264,42,23,88,86,206,1
5680,3,438.29,877,167,91,25,13,51,52,0
5681,1,380.14,475,230,10,27,218,87,137,1
5682,2,173.01,260,233,9,110,74,29,47,1
5683,2,211.14,317,202,93,66,70,12,59,0
5684,3,178.69,357,79,262,38,91,46,90,1
5685,1,256.49,321,145,47,16,66,35,90,0
5686,1,23.04,29,189,62,125,42,29,55,0
5687,2,63.42,95,37,151,54,43,8,106,0
5688,1,359.39,449,139,172,79,25,32,55,0
5689,1,400.61,501,143,206,26,84,69,78,1
5690,2,231.8,348,325,85,56,41,52,150,1
5691,3,118.02,236,118,12,62,28,21,54,0
5692,3,542.3,1085,29,114,70,33,16,33,0
5693,3,361.7,723,228,80,5,8,60,121,1
5694,1,41.34,52,8,100,80,28,15,168,0
5695,2,328.88,493,180,19,42,18,36,414,1
5696,1,73.92,92,116,61,95,166,18,253,1
5697,3,380.66,761,2,77,309,21,114,186,1
5698,1,140.99,176,155,192,156,66,36,104,1
5699,2,436.39,655,97,34,101,80,34,156,0
5700,3,98.84,198,196,29,49,82,77,173,1
5701,1,156.04,195,4,55,91,69,12,64,1
5702,3,435.73,871,237,60,68,18,3,116,1
5703,3,158.11,316,146,74,18,117,14,340,1
5704,1,324.25,405,69,118,70,37,24,81,1
5705,2,354.23,531,13,228,59,61,6,239,1
5706,1,379.2,474,145,60,29,3,29,29,0
5707,1,416.01,520,131,164,167,58,35,154,1
5708,3,381.93,764,85,61,104,76,24,152,0
5709,2,413.8,621,289,94,34,3,26,160,1
5710,2,137.4,206,235,28,51,45,4,139,1
5711,2,188.23,282,118,46,68,60,37,70,1
5712,3,447.99,896,26,248,153,56,32,91,1
5713,2,337.54,506,93,41,149,21,62,136,0
5714,1,127.54,159,26,92,163,9,59,153,0
5715,3,274.84,550,65,69,110,44,18,196,0
5716,2,111.17,167,200,251,22,13,37,186,1
5717,2,359.83,540,222,36,102,58,89,99,1
5718,2,66.86,100,89,49,24,38,11,84,1
5719,2,437.61,656,385,29,110,65,67,157,1
5720,1,108.92,136,120,24,30,48,56,121,0
5721,1,333.41,417,228,94,93,17,51,123,1
5722,1,375.4,469,22,14,122,77,35,129,0
5723,2,365.56,548,53,103,106,56,48,136,0
5724,1,75.04,94,12,241,65,30,69,85,1
5725,2,78.97,118,303,38,19,30,69,147,1
5726,3,300.01,600,79,104,32,80,23,81,1
5727,1,159.55,199,127,71,56,29,28,88,0
5728,2,113.04,170,179,82,11,149,146,246,1
5729,1,176.33,220,152,99,88,26,49,88,0
5730,2,184.58,277,338,46,160,34,0,131,1
5731,3,141.8,284,124,111,61,90,16,100,0
5732,3,121.55,243,183,19,37,9,16,135,1
5733,3,257.83,516,309,9,130,104,5,152,1
5734,1,261.76,327,20,7,4,42,24,95,1
5735,1,63.3,79,354,29,45,70,3,208,1
5736,1,109.98,137,7,77,127,32,60,96,0
5737,2,374.66,562,97,45,105,169,11,179,1
5738,1,361.01,451,56,92,123,37,27,64,0
5739,1,469.09,586,152,7,61,38,49,92,0
5740,3,341.87,684,168,154,68,48,25,39,0
5741,3,179.06,358,37,164,131,10,55,105,0
5742,3,278.27,557,195,57,24,12,36,75,0
5743,2,368.7,553,5,9,134,69,75,107,0
5744,2,315.63,473,185,96,27,37,2,52,0
5745,1,115.78,145,339,99,19,115,8,129,1
5746,3,106.84,214,89,127,59,11,17,96,0
5747,2,193.79,291,70,20,142,61,50,159,0
5748,2,361.83,543,156,83,125,41,86,115,1
5749,3,314.06,628,120,77,26,5,25,42,0
5750,2,196.84,295,109,87,4,19,0,76,0
5751,3,46.36,93,68,82,83,11,6,149,0
5752,2,243.52,365,124,81,38,12,43,101,0
5753,1,205.57,257,64,84,123,3,53,72,0
5754,2,288.08,432,63,6,1,88,10,127,0
5755,1,230.96,289,97,4,14,9,89,186,1
5756,3,92.84,186,220,222,161,58,36,116,1
5757,1,51.5,64,142,95,10,84,5,166,0
5758,3,217.07,434,138,122,25,54,27,33,0
5759,1,240.62,301,57,83,8,53,41,53,1
5760,3,152.31,305,137,96,30,13,0,123,0
5761,3,198.27,397,92,18,52,54,30,49,1
5762,2,239.55,359,94,125,7,99,129,152,1
5763,2,296.06,444,187,62,172,67,34,84,1
5764,2,182.57,274,177,43,30,22,1,126,0
5765,1,257.67,322,31,61,86,0,33,84,1
5766,2,193.69,291,45,121,142,96,21,77,0
5767,1,264.89,331,67,140,73,65,113,148,1
5768,2,418.08,627,131,178,9,4,97,187,1
5769,3,250.92,502,68,57,34,8,104,128,0
5770,1,197.41,247,89,7,112,10,83,98,0
5771,3,121.22,242,132,39,33,30,2,163,0
5772,3,469.67,939,177,217,185,93,29,112,1
5773,1,139.35,174,127,7,85,181,66,140,1
5774,3,50.92,102,114,17,122,38,20,88,0
5775,1,351.5,439,180,6,91,5,22,95,0
5776,1,166.58,208,194,42,75,48,88,159,1
5777,2,230.77,346,94,52,171,90,31,271,1
5778,2,399.07,599,109,84,15,35,8,44,0
5779,1,322.39,403,102,65,109,90,61,282,1
5780,1,116.56,146,176,23,90,56,47,110,0
5781,1,449.78,562,232,60,0,3,36,171,1
5782,3,357.42,715,224,123,71,10,32,42,1
5783,1,111.24,139,177,71,22,134,47,155,1
5784,3,328.44,657,14,92,106,63,27,97,0
5785,2,245.88,369,82,81,54,8,70,104,1
5786,3,290.3,581,172,108,66,107,78,178,1
5787,2,421.45,632,169,9,127,105,92,104,1
5788,2,454.53,682,144,175,20,63,9,91,0
5789,2,78.26,117,5,3,41,69,128,256,1
5790,2,61.79,93,75,86,32,36,10,56,1
5791,1,320.49,401,264,142,126,49,4,124,1
5792,2,286.99,430,295,7,16,136,71,81,1
5793,2,440.35,661,160,158,32,1,6,145,1
5794,3,46.61,93,266,54,171,27,31,160,1
5795,3,387.42,775,196,96,45,16,16,30,0
5796,1,382.51,478,104,176,103,5,5,316,1
5797,3,359.66,719,300,84,40,29,108,148,1
5798,3,277.85,556,20,115,25,69,81,89,0
5799,2,307.96,462,89,35,62,10,9,90,0
5800,1,188.76,236,294,67,10,43,91,101,1
5801,1,279.15,349,196,95,13,5,45,45,1
5802,3,401.7,803,89,11,64,85,24,126,0
5803,3,346.62,693,8,85,5,4,42,48,1
5804,2,117.2,176,129,168,19,12,80,94,0
5805,1,361.45,452,397,72,126,34,81,103,1
5806,2,411.83,618,80,3,35,25,10,39,1
5807,3,222.04,444,33,155,95,95,74,154,1
5808,3,194.6,389,20,137,24,44,24,46,0
5809,1,156.9,196,243,90,51,30,28,60,1
5810,3,436.49,873,29,121,34,4,37,174,0
5811,2,33.57,50,186,7,156,117,9,131,1
5812,1,408.9,511,218,105,37,91,15,243,1
5813,3,383.89,768,18,286,30,77,37,261,1
5814,2,306.62,460,169,220,17,109,39,155,1
5815,1,398.37,498,138,230,73,83,38,147,1
5816,1,136.32,170,111,129,41,47,33,38,0
5817,3,101.1,202,79,201,109,30,4,79,0
5818,1,163.47,204,109,97,62,57,36,38,1
5819,3,251.41,503,24,184,10,65,28,88,0
5820,1,88.6,111,70,187,67,140,21,121,1
5821,1,129.63,162,136,46,48,22,19,24,0
5822,2,371.9,558,188,81,63,33,1,33,0
5823,1,163.07,204,178,205,67,64,59,240,1
5824,1,172.95,216,48,199,113,11,18,113,1
5825,3,206.19,412,114,50,59,109,1,169,0
5826,3,178.03,356,83,151,60,48,48,112,0
5827,2,230.15,345,159,86,39,10,41,64,0
5828,3,228.52,457,16,32,112,131,136,179,1
5829,3,126.55,253,106,114,70,19,47,250,1
5830,2,369.46,554,215,82,15,90,12,192,1
5831,3,360.4,721,99,37,86,118,46,220,1
5832,2,226.46,340,174,201,86,42,18,188,1
5833,3,36.59,73,142,39,39,31,17,27,0
5834,2,360.88,541,15,111,69,8,6,86,0
5835,3,327.9,656,81,120,61,62,24,154,0
5836,1,54.9,69,154,221,113,32,14,72,1
5837,2,404.51,607,15,15,105,51,52,57,1
5838,3,120.95,242,132,123,98,70,36,43,0
5839,1,83.12,104,47,159,57,111,52,76,0
5840,3,89.54,179,186,9,139,28,20,120,1
5841,1,291.64,365,15,237,109,70,30,41,1
5842,2,137.56,206,79,67,51,96,4,102,0
5843,1,376.94,471,293,77,5,18,63,150,1
5844,2,348.58,523,229,150,64,20,26,117,1
5845,2,401.76,603,314,179,47,54,36,79,1
5846,2,434.07,651,317,33,41,13,82,223,1
5847,2,419.32,629,192,90,10,15,0,92,1
5848,2,336.81,505,8,82,26,111,57,115,0
5849,2,40.77,61,193,53,26,214,65,158,1
5850,3,202.27,405,224,90,9,55,51,73,1
5851,2,19.96,30,168,131,136,63,39,69,1
5852,2,172.84,259,216,117,62,96,11,207,1
5853,2,225.34,338,13,12,202,55,113,211,1
5854,1,248.59,311,95,137,89,27,62,92,0
5855,3,154.11,308,142,67,70,7,24,89,0
5856,2,253.82,381,92,21,57,45,15,65,1
5857,3,426.91,854,30,104,38,142,36,256,1
5858,3,295,590,168,26,35,57,44,69,0
5859,3,457.89,916,258,161,36,46,0,105,1
5860,2,242.87,364,143,126,42,36,17,35,0
5861,2,330.26,495,233,63,13,42,30,121,1
5862,3,123.01,246,21,104,34,26,15,95,0
5863,2,436.02,654,45,72,71,102,29,183,0
5864,2,253.58,380,30,118,26,151,137,144,1
5865,1,156.7,196,216,70,156,71,39,54,1
5866,1,341.6,427,58,151,121,15,47,110,0
5867,3,86.68,173,223,169,10,64,1,139,1
5868,2,55.81,84,113,290,109,9,71,117,1
5869,1,294.99,369,120,33,24,43,29,46,0
5870,2,290.6,436,211,73,95,38,26,59,0
5871,2,26.89,40,112,81,5,57,89,158,0
5872,1,139.01,174,5,54,132,175,61,179,1
5873,1,349.12,436,172,8,2,64,12,141,1
5874,1,55.41,69,159,7,39,96,11,87,0
5875,1,212.32,265,130,47,28,82,49,166,0
5876,1,112.05,140,25,59,154,45,7,109,0
5877,2,204.57,307,102,14,84,33,19,43,0
5878,2,313.94,471,199,67,37,87,39,280,1
5879,1,327.9,410,197,253,107,38,41,73,1
5880,1,196.88,246,4,21,17,69,15,66,1
5881,3,330.46,661,117,10,36,42,45,45,0
5882,3,321.85,644,138,59,96,34,25,47,0
5883,2,380.26,570,178,87,58,64,4,318,1
5884,2,35.64,53,183,90,51,25,1,49,0
5885,3,413.71,827,103,166,95,60,6,72,0
5886,3,98.59,197,19,75,92,25,27,57,1
5887,2,71.35,107,123,100,29,33,20,94,0
5888,1,183.09,229,41,159,24,86,28,61,0
5889,1,113.85,142,49,72,141,1,26,213,1
5890,2,241.24,362,36,26,34,228,7,275,1
5891,3,430.03,860,196,161,111,4,62,72,1
5892,2,172.53,259,48,40,43,57,15,92,1
5893,2,446.55,670,164,106,45,0,36,48,0
5894,1,179.08,224,147,108,9,109,86,147,1
5895,3,140.15,280,54,60,77,52,0,52,1
5896,1,378.87,474,5,128,23,70,89,187,0
5897,3,354.95,710,155,164,71,49,4,59,0
5898,3,417.91,836,216,50,42,10,65,119,1
5899,1,362,453,163,141,113,23,71,95,1
5900,3,46.31,93,154,67,43,50,9,76,0
5901,1,171.93,215,224,6,109,67,31,169,1
5902,1,169.16,211,162,264,33,159,38,157,1
5903,2,201.56,302,193,95,39,12,19,144,1
5904,1,259.35,324,281,126,55,42,4,98,1
5905,3,245.72,491,224,127,115,9,51,80,1
5906,2,124.5,187,172,109,98,22,24,77,0
5907,2,305.91,459,16,42,108,37,94,102,0
5908,3,414.93,830,120,119,124,63,12,64,0
5909,2,312.8,469,277,186,75,79,1,91,1
5910,3,198.09,396,124,108,39,14,3,111,0
5911,3,398.8,798,154,219,9,17,30,177,1
5912,3,348.39,697,122,84,41,2,17,29,0
5913,2,376.85,565,111,131,52,60,57,91,1
5914,1,218.03,273,284,124,99,43,12,44,1
5915,1,287.71,360,255,138,72,111,42,91,1
5916,1,96.51,121,38,67,168,54,17,158,0
5917,1,57.99,72,29,97,24,52,56,141,0
5918,3,39.9,80,97,31,18,73,39,141,0
5919,1,367.2,459,102,133,46,35,0,83,0
5920,3,408.84,818,30,45,27,27,15,48,1
5921,2,94.92,142,19,137,33,194,71,152,1
5922,2,469.63,704,125,53,53,22,2,40,0
5923,3,258.32,517,129,108,27,49,27,59,0
5924,3,86.92,174,110,49,94,113,7,129,0
5925,1,232.18,290,251,20,180,60,7,191,1
